"","time","Cases_sq","date","Hospitalizations_sq","ICU_sq","Death_sq","Severe_sq","Cases_sim","Hospitalizations_sim","ICU_sim","Death_sim","Severe_sim"
"362",362,4796665,2021-03-28,51178,17181,102984,171343,4796665,51178,17181,102984,171343
"363",363,4902552,2021-03-29,52129,17398,103829,173356,4902552,52129,17398,103829,173356
"364",364,5018344,2021-03-30,53172,17637,104685,175494,5018344,53172,17637,104685,175494
"365",365,5144835,2021-03-31,54314,17900,105554,177768,5144835,54314,17900,105554,177768
"366",366,5282857,2021-04-01,55564,18188,106437,180189,5282857,55564,18188,106437,180189
"367",367,5433277,2021-04-02,56931,18505,107336,182772,5433277,56931,18505,107336,182772
"368",368,5596995,2021-04-03,58423,18852,108252,185527,5596995,58423,18852,108252,185527
"369",369,5774937,2021-04-04,60050,19233,109187,188470,5774937,60050,19233,109187,188470
"370",370,5968050,2021-04-05,61823,19650,110142,191615,5968050,61823,19650,110142,191615
"371",371,6177294,2021-04-06,63751,20106,111120,194977,6177294,63751,20106,111120,194977
"372",372,6403633,2021-04-07,65846,20604,112122,198572,6403633,65846,20604,112122,198572
"373",373,6648023,2021-04-08,68118,21148,113152,202418,6648023,68118,21148,113152,202418
"374",374,6911403,2021-04-09,70579,21741,114211,206531,6911403,70579,21741,114211,206531
"375",375,7194679,2021-04-10,73239,22387,115302,210928,7194679,73239,22387,115302,210928
"376",376,7498709,2021-04-11,76109,23090,116428,215627,7498709,76109,23090,116428,215627
"377",377,7824289,2021-04-12,79201,23853,117592,220646,7824289,79201,23853,117592,220646
"378",378,8172133,2021-04-13,82523,24680,118797,226000,8172133,82523,24680,118797,226000
"379",379,8542855,2021-04-14,86087,25576,120048,231711,8542855,86087,25576,120048,231711
"380",380,8936951,2021-04-15,89900,26545,121347,237792,8936951,89900,26545,121347,237792
"381",381,9354781,2021-04-16,93972,27590,122699,244261,9354781,93972,27590,122699,244261
"382",382,9796548,2021-04-17,98308,28715,124107,251130,9796548,98308,28715,124107,251130
"383",383,10262284,2021-04-18,102914,29925,125577,258416,10262284,102914,29925,125577,258416
"384",384,10751828,2021-04-19,107794,31223,127113,266130,10751828,107794,31223,127113,266130
"385",385,11264816,2021-04-20,112950,32612,128720,274282,11264816,112950,32612,128720,274282
"386",386,11800669,2021-04-21,118382,34096,130402,282880,11800669,118382,34096,130402,282880
"387",387,12358581,2021-04-22,124088,35677,132165,291930,12358581,124088,35677,132165,291930
"388",388,12937517,2021-04-23,130063,37358,134015,301436,12937517,130063,37358,134015,301436
"389",389,13536212,2021-04-24,136302,39141,135957,311400,13536212,136302,39141,135957,311400
"390",390,14153174,2021-04-25,142793,41027,137997,321817,14153174,142793,41027,137997,321817
"391",391,14786691,2021-04-26,149527,43016,140140,332683,14786691,149527,43016,140140,332683
"392",392,15434848,2021-04-27,156487,45110,142392,343989,15434848,156487,45110,142392,343989
"393",393,16095546,2021-04-28,163657,47306,144759,355722,16095546,163657,47306,144759,355722
"394",394,16766521,2021-04-29,171018,49604,147248,367870,16766521,171018,49604,147248,367870
"395",395,17445377,2021-04-30,178548,52002,149862,380412,17445377,178548,52002,149862,380412
"396",396,18129613,2021-05-01,186222,54496,152609,393327,18129613,186222,54496,152609,393327
"397",397,18816662,2021-05-02,194017,57082,155494,406593,18816662,194017,57082,155494,406593
"398",398,19503926,2021-05-03,201904,59757,158522,420183,19503926,201904,59757,158522,420183
"399",399,20188810,2021-05-04,209855,62513,161698,434066,20188810,209855,62513,161698,434066
"400",400,20868766,2021-05-05,217842,65346,165026,448214,20868766,217842,65346,165026,448214
"401",401,21541324,2021-05-06,225835,68247,168512,462594,21541324,225835,68247,168512,462594
"402",402,22204130,2021-05-07,233805,71210,172159,477174,22204130,233805,71210,172159,477174
"403",403,22854972,2021-05-08,241724,74226,175971,491921,22854972,241724,74226,175971,491921
"404",404,23491814,2021-05-09,249562,77285,179951,506798,23491814,249562,77285,179951,506798
"405",405,24112810,2021-05-10,257294,80380,184102,521776,24112810,257294,80380,184102,521776
"406",406,24716328,2021-05-11,264894,83501,188426,536821,24716328,264894,83501,188426,536821
"407",407,25300958,2021-05-12,272340,86637,192924,551901,25300958,272340,86637,192924,551901
"408",408,25865518,2021-05-13,279609,89780,197599,566988,25865518,279609,89780,197599,566988
"409",409,26409058,2021-05-14,286682,92919,202449,582050,26409058,286682,92919,202449,582050
"410",410,26930857,2021-05-15,293544,96045,207477,597066,26930857,293544,96045,207477,597066
"411",411,27430411,2021-05-16,300180,99149,212680,612009,27430411,300180,99149,212680,612009
"412",412,27907425,2021-05-17,306578,102222,218058,626858,27907425,306578,102222,218058,626858
"413",413,28361799,2021-05-18,312730,105256,223610,641596,28361799,312730,105256,223610,641596
"414",414,28793610,2021-05-19,318629,108242,229333,656204,28793610,318629,108242,229333,656204
"415",415,29203096,2021-05-20,324270,111174,235226,670670,29203096,324270,111174,235226,670670
"416",416,29590634,2021-05-21,329652,114044,241284,684980,29590634,329652,114044,241284,684980
"417",417,29956724,2021-05-22,334774,116847,247506,699127,29956724,334774,116847,247506,699127
"418",418,30301965,2021-05-23,339639,119576,253886,713101,30301965,339639,119576,253886,713101
"419",419,30627044,2021-05-24,344250,122229,260422,726901,30627044,344250,122229,260422,726901
"420",420,30932713,2021-05-25,348612,124800,267110,740522,30932713,348612,124800,267110,740522
"421",421,31219772,2021-05-26,352730,127287,273944,753961,31219772,352730,127287,273944,753961
"422",422,31489060,2021-05-27,356613,129687,280920,767220,31489060,356613,129687,280920,767220
"423",423,31741435,2021-05-28,360268,131998,288033,780299,31741435,360268,131998,288033,780299
"424",424,31977766,2021-05-29,363704,134220,295279,793203,31977766,363704,134220,295279,793203
"425",425,32198924,2021-05-30,366930,136351,302652,805933,32198924,366930,136351,302652,805933
"426",426,32405770,2021-05-31,369955,138391,310148,818494,32405770,369955,138391,310148,818494
"427",427,32599148,2021-06-01,372791,140341,317760,830892,32599148,372791,140341,317760,830892
"428",428,32779883,2021-06-02,375445,142202,325485,843132,32779883,375445,142202,325485,843132
"429",429,32948773,2021-06-03,377929,143975,333317,855221,32948773,377929,143975,333317,855221
"430",430,33106584,2021-06-04,380251,145662,341251,867164,33106584,380251,145662,341251,867164
"431",431,33254051,2021-06-05,382422,147264,349282,878968,33254051,382422,147264,349282,878968
"432",432,33391875,2021-06-06,384450,148785,357405,890640,33391875,384450,148785,357405,890640
"433",433,33520721,2021-06-07,386344,150226,365616,902186,33520721,386344,150226,365616,902186
"434",434,33641217,2021-06-08,388114,151590,373911,913615,33641217,388114,151590,373911,913615
"435",435,33753956,2021-06-09,389768,152880,382284,924932,33753956,389768,152880,382284,924932
"436",436,33859496,2021-06-10,391312,154098,390732,936142,33859496,391312,154098,390732,936142
"437",437,33958357,2021-06-11,392755,155248,399250,947253,33958357,392755,155248,399250,947253
"438",438,34051030,2021-06-12,394105,156332,407835,958272,34051030,394105,156332,407835,958272
"439",439,34137968,2021-06-13,395366,157354,416482,969202,34137968,395366,157354,416482,969202
"440",440,34219598,2021-06-14,396546,158317,425189,980052,34219598,396546,158317,425189,980052
"441",441,34296313,2021-06-15,397651,159223,433951,990825,34296313,397651,159223,433951,990825
"442",442,34368479,2021-06-16,398686,160075,442765,1001526,34368479,398686,160075,442765,1001526
"443",443,34436436,2021-06-17,399656,160876,451629,1012161,34436436,399656,160876,451629,1012161
"444",444,34500498,2021-06-18,400567,161630,460540,1022737,34500498,400567,161630,460540,1022737
"445",445,34560956,2021-06-19,401421,162338,469493,1033252,34560956,401421,162338,469493,1033252
"446",446,34618078,2021-06-20,402225,163003,478488,1043716,34618078,402225,163003,478488,1043716
"447",447,34672112,2021-06-21,402980,163628,487521,1054129,34672112,402980,163628,487521,1054129
"448",448,34723287,2021-06-22,403692,164215,496591,1064498,34723287,403692,164215,496591,1064498
"449",449,34771812,2021-06-23,404363,164767,505694,1074824,34771812,404363,164767,505694,1074824
"450",450,34817882,2021-06-24,404996,165285,514829,1085110,34817882,404996,165285,514829,1085110
"451",451,34861676,2021-06-25,405594,165772,523994,1095360,34861676,405594,165772,523994,1095360
"452",452,34903356,2021-06-26,406160,166229,533187,1105576,34903356,406160,166229,533187,1105576
"453",453,34943076,2021-06-27,406696,166659,542406,1115761,34943076,406696,166659,542406,1115761
"454",454,34980973,2021-06-28,407205,167064,551650,1125919,34980973,407205,167064,551650,1125919
"455",455,35017174,2021-06-29,407687,167444,560917,1136048,35017174,407687,167444,560917,1136048
"456",456,35051798,2021-06-30,408146,167802,570206,1146154,35051798,408146,167802,570206,1146154
"457",457,35084953,2021-07-01,408582,168139,579516,1156237,35084953,408582,168139,579516,1156237
"458",458,35116737,2021-07-02,408998,168457,588845,1166300,35116737,408998,168457,588845,1166300
"459",459,35147241,2021-07-03,409395,168756,598192,1176343,35147241,409395,168756,598192,1176343
"460",460,35176550,2021-07-04,409773,169039,607556,1186368,35176550,409773,169039,607556,1186368
"461",461,35204740,2021-07-05,410136,169305,616936,1196377,35204740,410136,169305,616936,1196377
"462",462,35231882,2021-07-06,410482,169557,626331,1206370,35231882,410482,169557,626331,1206370
"463",463,35258042,2021-07-07,410815,169795,635741,1216351,35258042,410815,169795,635741,1216351
"464",464,35283279,2021-07-08,411134,170020,645164,1226318,35283279,411134,170020,645164,1226318
"465",465,35307650,2021-07-09,411440,170233,654600,1236273,35307650,411440,170233,654600,1236273
"466",466,35331204,2021-07-10,411734,170435,664047,1246216,35331204,411734,170435,664047,1246216
"467",467,35353989,2021-07-11,412018,170626,673506,1256150,35353989,412018,170626,673506,1256150
"468",468,35376048,2021-07-12,412290,170808,682976,1266074,35376048,412290,170808,682976,1266074
"469",469,35397422,2021-07-13,412554,170981,692456,1275991,35397422,412554,170981,692456,1275991
"470",470,35418147,2021-07-14,412808,171145,701946,1285899,35418147,412808,171145,701946,1285899
"471",471,35438259,2021-07-15,413053,171302,711445,1295800,35438259,413053,171302,711445,1295800
"472",472,35457787,2021-07-16,413290,171451,720953,1305694,35457787,413290,171451,720953,1305694
"473",473,35476763,2021-07-17,413520,171593,730469,1315582,35476763,413520,171593,730469,1315582
"474",474,35495213,2021-07-18,413742,171729,739992,1325463,35495213,413742,171729,739992,1325463
"475",475,35513162,2021-07-19,413957,171858,749524,1335339,35513162,413957,171858,749524,1335339
"476",476,35530635,2021-07-20,414166,171982,759062,1345210,35530635,414166,171982,759062,1345210
"477",477,35547654,2021-07-21,414369,172101,768607,1355077,35547654,414369,172101,768607,1355077
"478",478,35564238,2021-07-22,414566,172215,778159,1364940,35564238,414566,172215,778159,1364940
"479",479,35580407,2021-07-23,414757,172324,787717,1374798,35580407,414757,172324,787717,1374798
"480",480,35596179,2021-07-24,414943,172429,797281,1384653,35596179,414943,172429,797281,1384653
"481",481,35611572,2021-07-25,415124,172529,806851,1394504,35611572,415124,172529,806851,1394504
"482",482,35626599,2021-07-26,415300,172626,816426,1404352,35626599,415300,172626,816426,1404352
"483",483,35641277,2021-07-27,415471,172720,826006,1414197,35641277,415471,172720,826006,1414197
"484",484,35655619,2021-07-28,415638,172810,835592,1424040,35655619,415638,172810,835592,1424040
"485",485,35669638,2021-07-29,415801,172896,845182,1433879,35669638,415801,172896,845182,1433879
"486",486,35683347,2021-07-30,415960,172980,854777,1443717,35683347,415960,172980,854777,1443717
"487",487,35696757,2021-07-31,416114,173061,864377,1453552,35696757,416114,173061,864377,1453552
"488",488,35709879,2021-08-01,416266,173139,873980,1463385,35709879,416266,173139,873980,1463385
"489",489,35722723,2021-08-02,416413,173214,883588,1473215,35722723,416413,173214,883588,1473215
"490",490,35735300,2021-08-03,416558,173287,893200,1483045,35735300,416558,173287,893200,1483045
"491",491,35747618,2021-08-04,416699,173358,902816,1492873,35747618,416699,173358,902816,1492873
"492",492,35759686,2021-08-05,416836,173427,912436,1502699,35759686,416836,173427,912436,1502699
"493",493,35771513,2021-08-06,416971,173493,922059,1512523,35771513,416971,173493,922059,1512523
"494",494,35783107,2021-08-07,417103,173558,931686,1522347,35783107,417103,173558,931686,1522347
"495",495,35794474,2021-08-08,417232,173621,941316,1532169,35794474,417232,173621,941316,1532169
"496",496,35805623,2021-08-09,417358,173682,950950,1541990,35805623,417358,173682,950950,1541990
"497",497,35816559,2021-08-10,417482,173741,960587,1551810,35816559,417482,173741,960587,1551810
"498",498,35827291,2021-08-11,417603,173799,970226,1561628,35827291,417603,173799,970226,1561628
"499",499,35837823,2021-08-12,417722,173855,979869,1571446,35837823,417722,173855,979869,1571446
"500",500,35848161,2021-08-13,417838,173910,989515,1581263,35848161,417838,173910,989515,1581263
"501",501,35858312,2021-08-14,417952,173963,999164,1591079,35858312,417952,173963,999164,1591079
"502",502,35868281,2021-08-15,418064,174015,1008815,1600894,35868281,418064,174015,1008815,1600894
"503",503,35878072,2021-08-16,418173,174066,1018469,1610708,35878072,418173,174066,1018469,1610708
"504",504,35887691,2021-08-17,418281,174115,1028126,1620522,35887691,418281,174115,1028126,1620522
"505",505,35897142,2021-08-18,418386,174164,1037786,1630336,35897142,418386,174164,1037786,1630336
"506",506,35906430,2021-08-19,418490,174211,1047447,1640148,35906430,418490,174211,1047447,1640148
"507",507,35915559,2021-08-20,418592,174257,1057112,1649961,35915559,418592,174257,1057112,1649961
"508",508,35924534,2021-08-21,418691,174302,1066778,1659771,35924534,418691,174302,1066778,1659771
"509",509,35933357,2021-08-22,418789,174346,1076447,1669582,35933357,418789,174346,1076447,1669582
"510",510,35942033,2021-08-23,418886,174389,1086119,1679394,35942033,418886,174389,1086119,1679394
"511",511,35950566,2021-08-24,418980,174431,1095792,1689203,35950566,418980,174431,1095792,1689203
"512",512,35958959,2021-08-25,419073,174472,1105468,1699013,35958959,419073,174472,1105468,1699013
"513",513,35967214,2021-08-26,419164,174513,1115145,1708822,35967214,419164,174513,1115145,1708822
"514",514,35975336,2021-08-27,419254,174552,1124825,1718631,35975336,419254,174552,1124825,1718631
"515",515,35983327,2021-08-28,419342,174591,1134507,1728440,35983327,419342,174591,1134507,1728440
"516",516,35991190,2021-08-29,419429,174629,1144191,1738249,35991190,419429,174629,1144191,1738249
"517",517,35998929,2021-08-30,419514,174666,1153877,1748057,35998929,419514,174666,1153877,1748057
